,Dog Breed
1364,bayerischer gebirgsschweisshund
1365,beagle
1366,berner sennenhund
1367,border-collie
1368,border-collie
1369,boxer
1370,bracke
1371,bulldog
1372,cavalier king charles spaniel
1373,chihuahua kurzhaariger schlag
1374,cocker spaniel
1375,collie
1376,collie
1377,dackel
1378,dackel
1379,deutscher schäferhund
1380,deutscher schäferhund
1381,drahthaar-foxterrier
1382,englischer cockerspaniel
1383,flat coated retriever
1384,französische bulldogge
1385,golden retriever
1386,golden retriever
1387,havaneser
1388,havaneser
1389,jack-russell-terrier
1390,jack-russell-terrier
1391,kleiner münsterländer
1392,labrador retriever
1393,labrador retriever
1394,magyar vizsla
1395,malteser
1396,malteser
1397,mops
1398,parson-russell-terrier
1399,pekinese
1400,pekinese
1401,pudel
1402,rauhhaardackel (zwergdackel)
1403,rhodesian ridgeback
1404,rottweiler
1405,shih tzu
1406,siberian husky
1407,siberian husky
1408,west highland white terrier
1409,whippet
1410,yorkshire terrier
1411,yorkshire terrier
1412,zwergpinscher
1413,zwergpinscher
1414,zwergpudel
1415,zwergspitz
1416,amerikanischer staffordshire-terrier
1417,beagle
1418,chihuahua kurzhaariger schlag
1419,chihuahua langhaariger schlag
1420,dackel
1421,dackel
1422,deutscher schäferhund
1423,deutscher schäferhund
1424,englischer cockerspaniel
1425,französische bulldogge
1426,golden retriever
1427,jack-russell-terrier
1428,labrador retriever
1429,labrador retriever
1430,malteser
1431,mops
1432,parson-russell-terrier
1433,rauhhaardackel (zwergdackel)
1434,yorkshire terrier
1435,amerikanischer pit-bullterrier
1436,amerikanischer staffordshire-terrier
1437,amerikanischer staffordshire-terrier
1438,beagle
1439,chihuahua kurzhaariger schlag
1440,chihuahua kurzhaariger schlag
1441,chihuahua langhaariger schlag
1442,dackel
1443,dackel
1444,deutscher schäferhund
1445,deutscher schäferhund
1446,englischer cockerspaniel
1447,französische bulldogge
1448,golden retriever
1449,havaneser
1450,jack-russell-terrier
1451,labrador retriever
1452,labrador retriever
1453,magyar vizsla
1454,malteser
1455,mops
1456,pekinese
1457,pudel
1458,rauhhaardackel (zwergdackel)
1459,rottweiler
1460,shih tzu
1461,spitz
1462,west highland white terrier
1463,whippet
1464,yorkshire terrier
1465,zwergpinscher
1466,zwergpinscher
1467,amerikanischer staffordshire-terrier
1468,australian shepherd dog
1469,beagle
1470,cavalier king charles spaniel
1471,chihuahua kurzhaariger schlag
1472,dackel
1473,dackel
1474,deutscher schäferhund
1475,englischer cockerspaniel
1476,französische bulldogge
1477,golden retriever
1478,havaneser
1479,jack-russell-terrier
1480,labrador retriever
1481,labrador retriever
1482,magyar vizsla
1483,malteser
1484,mops
1485,shih tzu
1486,west highland white terrier
1487,yorkshire terrier
1488,zwergpinscher
1489,amerikanischer staffordshire-terrier
1490,beagle
1491,chihuahua kurzhaariger schlag
1492,dackel
1493,dackel
1494,deutscher schäferhund
1495,englischer cockerspaniel
1496,golden retriever
1497,golden retriever
1498,havaneser
1499,jack-russell-terrier
1500,jack-russell-terrier
1501,labrador retriever
1502,labrador retriever
1503,malteser
1504,mops
1505,yorkshire terrier
1506,beagle
1507,border-collie
1508,cavalier king charles spaniel
1509,deutscher schäferhund
1510,englischer cockerspaniel
1511,golden retriever
1512,havaneser
1513,jack-russell-terrier
1514,labrador retriever
1515,labrador retriever
1516,magyar vizsla
1517,malteser
1518,mops
1519,shih tzu
1520,amerikanischer staffordshire-terrier
1521,amerikanischer staffordshire-terrier
1522,berner sennenhund
1523,cavalier king charles spaniel
1524,chihuahua kurzhaariger schlag
1525,dackel
1526,dackel
1527,deutscher schäferhund
1528,dogo argentino
1529,englischer cockerspaniel
1530,französische bulldogge
1531,golden retriever
1532,golden retriever
1533,jack-russell-terrier
1534,jack-russell-terrier
1535,labrador retriever
1536,labrador retriever
1537,malteser
1538,mops
1539,parson-russell-terrier
1540,rauhhaardackel (zwergdackel)
1541,siberian husky
1542,west highland white terrier
1543,yorkshire terrier
1544,zwergpinscher
1545,akita inu
1546,amerikanischer cockerspaniel
1547,amerikanischer pit-bullterrier
1548,amerikanischer pit-bullterrier
1549,amerikanischer staffordshire-terrier
1550,amerikanischer staffordshire-terrier
1551,australian shepherd dog
1552,beagle
1553,beagle
1554,belgischer schäferhund
1555,berner sennenhund
1556,berner sennenhund
1557,bordeauxdogge
1558,border-collie
1559,border-collie
1560,boxer
1561,boxer
1562,bracke
1563,bulldog
1564,bullterrier
1565,cane corso
1566,cavalier king charles spaniel
1567,chihuahua kurzhaariger schlag
1568,chihuahua kurzhaariger schlag
1569,chihuahua langhaariger schlag
1570,chinesischer schopfhund hairless-schlag
1571,chinesischer schopfhund powderpuff-schlag
1572,cocker spaniel
1573,cocker spaniel
1574,collie
1575,collie
1576,dackel
1577,dackel
1578,dalmatiner
1579,deutsche dogge
1580,deutscher pinscher
1581,deutscher schäferhund
1582,deutscher schäferhund
1583,dobermann
1584,dobermann
1585,dogo argentino
1586,drahthaar-foxterrier
1587,drahthaar-foxterrier
1588,englischer cockerspaniel
1589,englischer cockerspaniel
1590,flat coated retriever
1591,französische bulldogge
1592,golden retriever
1593,golden retriever
1594,havaneser
1595,havaneser
1596,hovawart
1597,jack-russell-terrier
1598,jack-russell-terrier
1599,kleiner münsterländer
1600,labrador retriever
1601,labrador retriever
1602,langhaardackel
1603,lhasa apso
1604,magyar vizsla
1605,malinois
1606,malteser
1607,malteser
1608,mops
1609,olde english bulldogge
1610,papillon
1611,parson-russell-terrier
1612,pekinese
1613,pekinese
1614,pudel
1615,pudel
1616,puli
1617,rauhhaardackel (zwergdackel)
1618,rhodesian ridgeback
1619,rottweiler
1620,rottweiler
1621,schnauzer
1622,schnauzer
1623,shar pei
1624,sheltie
1625,shiba inu
1626,shih tzu
1627,shih tzu
1628,siberian husky
1629,siberian husky
1630,spitz
1631,spitz
1632,staffordshire-bullterrier
1633,staffordshire-bullterrier
1634,tibet-terrier
1635,weimaraner
1636,weißer schweizer schäferhund
1637,west highland white terrier
1638,whippet
1639,yorkshire terrier
1640,yorkshire terrier
1641,zwergpinscher
1642,zwergpinscher
1643,zwergpudel
1644,zwergschnauzer
1645,zwergspitz
1646,zwergspitz
1647,österreichischer pinscher
1648,österreichischer pinscher
1649,airedale-terrier
1650,amerikanischer cockerspaniel
1651,amerikanischer pit-bullterrier
1652,amerikanischer pit-bullterrier
1653,amerikanischer staffordshire-terrier
1654,amerikanischer staffordshire-terrier
1655,australian shepherd dog
1656,beagle
1657,beagle
1658,belgischer schäferhund
1659,berner sennenhund
1660,berner sennenhund
1661,border-collie
1662,border-collie
1663,boxer
1664,bracke
1665,bulldog
1666,bullterrier
1667,cavalier king charles spaniel
1668,chihuahua kurzhaariger schlag
1669,chihuahua kurzhaariger schlag
1670,chihuahua langhaariger schlag
1671,cocker spaniel
1672,collie
1673,dackel
1674,dackel
1675,deutsch kurzhaar
1676,deutscher pinscher
1677,deutscher schäferhund
1678,deutscher schäferhund
1679,dobermann
1680,dogo argentino
1681,drahthaar-foxterrier
1682,englischer cockerspaniel
1683,englischer cockerspaniel
1684,flat coated retriever
1685,französische bulldogge
1686,golden retriever
1687,golden retriever
1688,havaneser
1689,havaneser
1690,jack-russell-terrier
1691,jack-russell-terrier
1692,labrador retriever
1693,labrador retriever
1694,langhaardackel
1695,magyar vizsla
1696,malinois
1697,malteser
1698,malteser
1699,mops
1700,neufundländer
1701,olde english bulldogge
1702,papillon
1703,parson-russell-terrier
1704,pekinese
1705,pekinese
1706,pudel
1707,rauhhaardackel (zwergdackel)
1708,rhodesian ridgeback
1709,rottweiler
1710,rottweiler
1711,samojede
1712,schnauzer
1713,schnauzer
1714,shar pei
1715,sheltie
1716,shih tzu
1717,siberian husky
1718,siberian husky
1719,spitz
1720,staffordshire-bullterrier
1721,staffordshire-bullterrier
1722,tibet-terrier
1723,west highland white terrier
1724,whippet
1725,yorkshire terrier
1726,yorkshire terrier
1727,zwergpinscher
1728,zwergpinscher
1729,zwergpudel
1730,zwergspitz
1731,zwergspitz
1732,österreichischer pinscher
1733,amerikanischer pit-bullterrier
1734,amerikanischer pit-bullterrier
1735,amerikanischer staffordshire-terrier
1736,amerikanischer staffordshire-terrier
1737,australian shepherd dog
1738,beagle
1739,berner sennenhund
1740,border-collie
1741,border-collie
1742,boxer
1743,bracke
1744,bullterrier
1745,cane corso
1746,cavalier king charles spaniel
1747,chihuahua kurzhaariger schlag
1748,chihuahua kurzhaariger schlag
1749,chihuahua langhaariger schlag
1750,cocker spaniel
1751,dackel
1752,dackel
1753,deutscher schäferhund
1754,deutscher schäferhund
1755,drahthaar-foxterrier
1756,englischer cockerspaniel
1757,englischer cockerspaniel
1758,französische bulldogge
1759,golden retriever
1760,golden retriever
1761,havaneser
1762,havaneser
1763,havaneser
1764,jack-russell-terrier
1765,jack-russell-terrier
1766,labrador retriever
1767,labrador retriever
1768,malteser
1769,malteser
1770,mops
1771,parson-russell-terrier
1772,pekinese
1773,pekinese
1774,pudel
1775,pudel
1776,rauhhaardackel (zwergdackel)
1777,rottweiler
1778,schnauzer
1779,shih tzu
1780,siberian husky
1781,staffordshire-bullterrier
1782,west highland white terrier
1783,yorkshire terrier
1784,yorkshire terrier
1785,zwergpinscher
1786,zwergpinscher
1787,zwergspitz
1788,airedale-terrier
1789,amerikanischer staffordshire-terrier
1790,australian shepherd dog
1791,bayerischer gebirgsschweisshund
1792,beagle
1793,belgischer schäferhund
1794,berner sennenhund
1795,border-collie
1796,border-collie
1797,boxer
1798,chihuahua kurzhaariger schlag
1799,chihuahua langhaariger schlag
1800,collie
1801,dackel
1802,dackel
1803,dalmatiner
1804,deutsch drahthaar
1805,deutscher schäferhund
1806,deutscher schäferhund
1807,englischer cockerspaniel
1808,entlebucher sennenhund
1809,flat coated retriever
1810,französische bulldogge
1811,golden retriever
1812,golden retriever
1813,havaneser
1814,havaneser
1815,hovawart
1816,irish setter
1817,jack-russell-terrier
1818,kleiner münsterländer
1819,labrador retriever
1820,labrador retriever
1821,langhaardackel
1822,magyar vizsla
1823,malteser
1824,mops
1825,papillon
1826,parson-russell-terrier
1827,pekinese
1828,pekinese
1829,pudel
1830,rauhhaardackel (zwergdackel)
1831,schnauzer
1832,schnauzer
1833,shih tzu
1834,siberian husky
1835,staffordshire-bullterrier
1836,tibet-terrier
1837,west highland white terrier
1838,yorkshire terrier
1839,zwergpinscher
1840,zwergpinscher
1841,zwergpudel
1842,zwergspitz
1843,amerikanischer pit-bullterrier
1844,amerikanischer pit-bullterrier
1845,amerikanischer staffordshire-terrier
1846,amerikanischer staffordshire-terrier
1847,australian shepherd dog
1848,beagle
1849,beagle
1850,berner sennenhund
1851,bichon frisé
1852,bolonka zwetna
1853,border-collie
1854,border-collie
1855,boxer
1856,bracke
1857,bullterrier
1858,cavalier king charles spaniel
1859,chihuahua kurzhaariger schlag
1860,chihuahua kurzhaariger schlag
1861,chihuahua langhaariger schlag
1862,cocker spaniel
1863,collie
1864,dackel
1865,dackel
1866,deutsche dogge
1867,deutscher schäferhund
1868,deutscher schäferhund
1869,dobermann
1870,dogo argentino
1871,drahthaar-foxterrier
1872,englischer cockerspaniel
1873,flat coated retriever
1874,französische bulldogge
1875,golden retriever
1876,golden retriever
1877,havaneser
1878,havaneser
1879,hovawart
1880,jack-russell-terrier
1881,jack-russell-terrier
1882,kleiner münsterländer
1883,labrador retriever
1884,labrador retriever
1885,langhaardackel
1886,lhasa apso
1887,magyar vizsla
1888,malinois
1889,malteser
1890,malteser
1891,mops
1892,papillon
1893,parson-russell-terrier
1894,pekinese
1895,pekinese
1896,pudel
1897,pudel
1898,rauhhaardackel (zwergdackel)
1899,rhodesian ridgeback
1900,rottweiler
1901,schnauzer
1902,sheltie
1903,shih tzu
1904,shih tzu
1905,siberian husky
1906,siberian husky
1907,spitz
1908,staffordshire-bullterrier
1909,staffordshire-bullterrier
1910,weimaraner
1911,west highland white terrier
1912,whippet
1913,yorkshire terrier
1914,yorkshire terrier
1915,zwergpinscher
1916,zwergpinscher
1917,zwergpudel
1918,zwergschnauzer
1919,zwergspitz
1920,zwergspitz
1921,amerikanischer pit-bullterrier
1922,amerikanischer staffordshire-terrier
1923,amerikanischer staffordshire-terrier
1924,beagle
1925,border-collie
1926,border-collie
1927,chihuahua kurzhaariger schlag
1928,chihuahua kurzhaariger schlag
1929,chihuahua langhaariger schlag
1930,collie
1931,dackel
1932,dackel
1933,deutscher schäferhund
1934,deutscher schäferhund
1935,dobermann
1936,drahthaar-foxterrier
1937,englischer cockerspaniel
1938,französische bulldogge
1939,golden retriever
1940,havaneser
1941,jack-russell-terrier
1942,jack-russell-terrier
1943,labrador retriever
1944,labrador retriever
1945,magyar vizsla
1946,malteser
1947,malteser
1948,mops
1949,pekinese
1950,pudel
1951,rauhhaardackel (zwergdackel)
1952,rottweiler
1953,schnauzer
1954,sheltie
1955,shih tzu
1956,staffordshire-bullterrier
1957,west highland white terrier
1958,yorkshire terrier
1959,yorkshire terrier
1960,zwergpinscher
1961,zwergspitz
1962,amerikanischer pit-bullterrier
1963,amerikanischer pit-bullterrier
1964,amerikanischer staffordshire-terrier
1965,amerikanischer staffordshire-terrier
1966,australian shepherd dog
1967,beagle
1968,berner sennenhund
1969,border-collie
1970,border-collie
1971,cavalier king charles spaniel
1972,chihuahua kurzhaariger schlag
1973,chihuahua kurzhaariger schlag
1974,chihuahua langhaariger schlag
1975,cocker spaniel
1976,dackel
1977,dackel
1978,deutscher schäferhund
1979,deutscher schäferhund
1980,dogo argentino
1981,englischer cockerspaniel
1982,flat coated retriever
1983,französische bulldogge
1984,golden retriever
1985,golden retriever
1986,havaneser
1987,havaneser
1988,jack-russell-terrier
1989,jack-russell-terrier
1990,labrador retriever
1991,labrador retriever
1992,magyar vizsla
1993,malteser
1994,malteser
1995,mops
1996,papillon
1997,parson-russell-terrier
1998,pekinese
1999,pekinese
2000,pudel
2001,rauhhaardackel (zwergdackel)
2002,rhodesian ridgeback
2003,rottweiler
2004,schnauzer
2005,shih tzu
2006,siberian husky
2007,staffordshire-bullterrier
2008,west highland white terrier
2009,yorkshire terrier
2010,zwergpinscher
2011,zwergpudel
2012,zwergschnauzer
2013,zwergspitz
2014,zwergspitz
2015,amerikanischer pit-bullterrier
2016,amerikanischer staffordshire-terrier
2017,amerikanischer staffordshire-terrier
2018,australian shepherd dog
2019,beagle
2020,beagle
2021,berner sennenhund
2022,berner sennenhund
2023,border-collie
2024,border-collie
2025,boxer
2026,bracke
2027,cavalier king charles spaniel
2028,chihuahua kurzhaariger schlag
2029,chihuahua kurzhaariger schlag
2030,chihuahua langhaariger schlag
2031,dackel
2032,dackel
2033,deutscher schäferhund
2034,deutscher schäferhund
2035,englischer cockerspaniel
2036,flat coated retriever
2037,französische bulldogge
2038,golden retriever
2039,golden retriever
2040,havaneser
2041,havaneser
2042,jack-russell-terrier
2043,jack-russell-terrier
2044,kleiner münsterländer
2045,labrador retriever
2046,labrador retriever
2047,magyar vizsla
2048,malteser
2049,mops
2050,parson-russell-terrier
2051,pekinese
2052,pudel
2053,rauhhaardackel (zwergdackel)
2054,rottweiler
2055,schnauzer
2056,shih tzu
2057,siberian husky
2058,staffordshire-bullterrier
2059,tibet-terrier
2060,west highland white terrier
2061,yorkshire terrier
2062,yorkshire terrier
2063,zwergpinscher
2064,zwergpinscher
2065,amerikanischer staffordshire-terrier
2066,australian shepherd dog
2067,beagle
2068,border-collie
2069,border-collie
2070,boxer
2071,bullterrier
2072,cavalier king charles spaniel
2073,chihuahua kurzhaariger schlag
2074,chihuahua langhaariger schlag
2075,cocker spaniel
2076,dackel
2077,dackel
2078,deutscher schäferhund
2079,deutscher schäferhund
2080,englischer cockerspaniel
2081,flat coated retriever
2082,französische bulldogge
2083,golden retriever
2084,havaneser
2085,havaneser
2086,jack-russell-terrier
2087,jack-russell-terrier
2088,kleiner münsterländer
2089,labrador retriever
2090,labrador retriever
2091,magyar vizsla
2092,malteser
2093,mops
2094,parson-russell-terrier
2095,pudel
2096,rauhhaardackel (zwergdackel)
2097,schnauzer
2098,shih tzu
2099,siberian husky
2100,west highland white terrier
2101,yorkshire terrier
2102,zwergpinscher
2103,zwergpinscher
2104,zwergpudel
